iteration,rtt_ms,status,proc_ram_mb,proc_vsz_mb,proc_cpu_pct,sys_ram_pct,sys_cpu_pct
384,0.258,ok,38.562,2391.977,35.4,50.1,0.0
385,0.232,ok,38.562,2391.977,35.4,50.1,0.0
386,0.304,ok,38.562,2391.977,35.4,50.1,0.0
387,0.397,ok,38.562,2391.977,35.4,50.1,0.0
388,0.255,ok,38.562,2391.977,35.4,50.1,0.0
389,0.230,ok,38.562,2391.977,35.4,50.1,0.0
390,0.219,ok,38.562,2391.977,35.4,50.1,0.0
391,0.290,ok,38.562,2391.977,35.4,50.1,0.0
392,0.294,ok,38.562,2391.977,35.4,50.1,0.0
393,0.313,ok,38.562,2391.977,35.4,50.1,0.0
394,0.305,ok,38.562,2391.977,35.4,50.1,0.0
395,0.270,ok,38.562,2391.977,35.4,50.1,0.0
396,0.383,ok,38.562,2391.977,35.4,50.1,0.0
397,0.238,ok,38.562,2391.977,35.4,50.1,0.0
398,0.197,ok,38.562,2391.977,35.4,50.1,0.0
399,0.181,ok,38.562,2391.977,35.4,50.1,0.0
400,0.216,ok,38.562,2391.977,35.4,50.1,0.0
401,0.280,ok,38.562,2391.977,35.4,50.1,0.0
402,0.239,ok,38.562,2391.977,35.4,50.1,0.0
403,0.232,ok,38.562,2391.977,35.4,50.1,0.0
404,0.244,ok,38.562,2391.977,35.4,50.1,0.0
405,0.254,ok,38.562,2391.977,35.4,50.1,0.0
406,0.269,ok,38.562,2391.977,35.4,50.1,0.0
407,0.287,ok,38.562,2391.977,35.4,50.1,0.0
408,0.285,ok,38.562,2391.977,35.4,50.1,0.0
409,0.274,ok,38.562,2391.977,35.4,50.1,0.0
410,0.288,ok,38.562,2391.977,35.4,50.1,0.0
411,0.225,ok,38.562,2391.977,35.4,50.1,0.0
412,0.219,ok,38.562,2391.977,35.4,50.1,0.0
413,0.269,ok,38.562,2391.977,35.4,50.1,0.0
414,0.197,ok,38.562,2391.977,35.4,50.1,0.0
415,0.256,ok,38.562,2391.977,35.4,50.1,0.0
416,0.292,ok,38.562,2391.977,35.4,50.1,0.0
417,0.270,ok,38.562,2391.977,35.4,50.1,0.0
418,0.288,ok,38.562,2391.977,35.4,50.1,0.0
419,0.356,ok,38.562,2391.977,35.4,50.1,0.0
420,0.352,ok,38.562,2391.977,35.4,50.1,0.0
421,0.294,ok,38.562,2391.977,35.4,50.1,0.0
422,0.254,ok,38.562,2391.977,35.4,50.1,0.0
423,0.261,ok,38.562,2391.977,35.4,50.1,0.0
424,0.306,ok,38.562,2391.977,35.4,50.1,0.0
425,0.275,ok,38.562,2391.977,35.4,50.1,0.0
426,0.234,ok,38.562,2391.977,35.4,50.1,0.0
427,0.244,ok,38.562,2391.977,35.4,50.1,0.0
428,0.253,ok,38.562,2391.977,35.4,50.1,0.0
429,0.249,ok,38.562,2391.977,35.4,50.1,0.0
430,0.244,ok,38.562,2391.977,35.4,50.1,0.0
431,0.258,ok,38.562,2391.977,35.4,50.1,0.0
432,0.265,ok,38.562,2391.977,35.4,50.1,0.0
433,0.219,ok,38.562,2391.977,35.4,50.1,0.0
434,0.233,ok,38.562,2391.977,35.4,50.1,0.0
435,0.229,ok,38.562,2391.977,35.4,50.1,0.0
436,0.166,ok,38.562,2391.977,35.4,50.1,0.0
437,0.152,ok,38.562,2391.977,35.4,50.1,0.0
438,0.182,ok,38.562,2391.977,35.4,50.1,0.0
439,0.268,ok,38.562,2391.977,35.4,50.1,0.0
440,0.305,ok,38.562,2391.977,35.4,50.1,0.0
441,0.320,ok,38.562,2391.977,35.4,50.1,0.0
442,0.241,ok,38.562,2391.977,35.4,50.1,0.0
443,0.228,ok,38.562,2391.977,35.4,50.1,0.0
444,0.196,ok,38.562,2391.977,35.4,50.1,0.0
445,0.196,ok,38.562,2391.977,35.4,50.1,0.0
446,0.254,ok,38.562,2391.977,35.4,50.1,0.0
447,0.217,ok,38.562,2391.977,35.4,50.1,0.0
448,0.158,ok,38.562,2391.977,35.4,50.1,0.0
449,0.157,ok,38.562,2391.977,35.4,50.1,0.0
450,0.176,ok,38.562,2391.977,35.4,50.1,0.0
451,0.173,ok,38.562,2391.977,35.4,50.1,0.0
452,0.160,ok,38.562,2391.977,35.4,50.1,0.0
453,0.163,ok,38.562,2391.977,35.4,50.1,0.0
